########################################
# format of text file
# nL    atom_type    atom_number    ke_i    ke_cut    u    v    w
# n+1S    atom_type    atom_number    ke_i    ke_cut    r    p    t
########################################
236S, ga, 34, 10, 100, 1.0, 135.0, 97.5
237S, ga, 34, 10, 100, 1.0, 142.5, 97.5
238S, ga, 34, 10, 100, 1.0, 150.0, 97.5
239S, ga, 34, 10, 100, 1.0, 30.0, 105.0
240S, ga, 34, 10, 100, 1.0, 37.5, 105.0
241S, ga, 34, 10, 100, 1.0, 45.0, 105.0
242S, ga, 34, 10, 100, 1.0, 52.5, 105.0
243S, ga, 34, 10, 100, 1.0, 60.0, 105.0
244S, ga, 34, 10, 100, 1.0, 67.5, 105.0
245S, ga, 34, 10, 100, 1.0, 75.0, 105.0
246S, ga, 34, 10, 100, 1.0, 82.5, 105.0
247S, ga, 34, 10, 100, 1.0, 90.0, 105.0
248S, ga, 34, 10, 100, 1.0, 97.5, 105.0
249S, ga, 34, 10, 100, 1.0, 105.0, 105.0
250S, ga, 34, 10, 100, 1.0, 112.5, 105.0
251S, ga, 34, 10, 100, 1.0, 120.0, 105.0
252S, ga, 34, 10, 100, 1.0, 127.5, 105.0
253S, ga, 34, 10, 100, 1.0, 135.0, 105.0
254S, ga, 34, 10, 100, 1.0, 142.5, 105.0
255S, ga, 34, 10, 100, 1.0, 150.0, 105.0
256S, ga, 34, 10, 100, 1.0, 30.0, 112.5
257S, ga, 34, 10, 100, 1.0, 37.5, 112.5
258S, ga, 34, 10, 100, 1.0, 45.0, 112.5
259S, ga, 34, 10, 100, 1.0, 52.5, 112.5
260S, ga, 34, 10, 100, 1.0, 60.0, 112.5
261S, ga, 34, 10, 100, 1.0, 67.5, 112.5
262S, ga, 34, 10, 100, 1.0, 75.0, 112.5
263S, ga, 34, 10, 100, 1.0, 82.5, 112.5
264S, ga, 34, 10, 100, 1.0, 90.0, 112.5
265S, ga, 34, 10, 100, 1.0, 97.5, 112.5
266S, ga, 34, 10, 100, 1.0, 105.0, 112.5
267S, ga, 34, 10, 100, 1.0, 112.5, 112.5
268S, ga, 34, 10, 100, 1.0, 120.0, 112.5
269S, ga, 34, 10, 100, 1.0, 127.5, 112.5
270S, ga, 34, 10, 100, 1.0, 135.0, 112.5
271S, ga, 34, 10, 100, 1.0, 142.5, 112.5
272S, ga, 34, 10, 100, 1.0, 150.0, 112.5
273S, ga, 34, 10, 100, 1.0, 30.0, 120.0
274S, ga, 34, 10, 100, 1.0, 37.5, 120.0
275S, ga, 34, 10, 100, 1.0, 45.0, 120.0
276S, ga, 34, 10, 100, 1.0, 52.5, 120.0
277S, ga, 34, 10, 100, 1.0, 60.0, 120.0
278S, ga, 34, 10, 100, 1.0, 67.5, 120.0
279S, ga, 34, 10, 100, 1.0, 75.0, 120.0
280S, ga, 34, 10, 100, 1.0, 82.5, 120.0
281S, ga, 34, 10, 100, 1.0, 90.0, 120.0
282S, ga, 34, 10, 100, 1.0, 97.5, 120.0
283S, ga, 34, 10, 100, 1.0, 105.0, 120.0
284S, ga, 34, 10, 100, 1.0, 112.5, 120.0
285S, ga, 34, 10, 100, 1.0, 120.0, 120.0
286S, ga, 34, 10, 100, 1.0, 127.5, 120.0
287S, ga, 34, 10, 100, 1.0, 135.0, 120.0
288S, ga, 34, 10, 100, 1.0, 142.5, 120.0
289S, ga, 34, 10, 100, 1.0, 150.0, 120.0
290S, ga, 34, 10, 100, 1.0, 30.0, 127.5
291S, ga, 34, 10, 100, 1.0, 37.5, 127.5
292S, ga, 34, 10, 100, 1.0, 45.0, 127.5
293S, ga, 34, 10, 100, 1.0, 52.5, 127.5
294S, ga, 34, 10, 100, 1.0, 60.0, 127.5
295S, ga, 34, 10, 100, 1.0, 67.5, 127.5
296S, ga, 34, 10, 100, 1.0, 75.0, 127.5
297S, ga, 34, 10, 100, 1.0, 82.5, 127.5
298S, ga, 34, 10, 100, 1.0, 90.0, 127.5
299S, ga, 34, 10, 100, 1.0, 97.5, 127.5
300S, ga, 34, 10, 100, 1.0, 105.0, 127.5
301S, ga, 34, 10, 100, 1.0, 112.5, 127.5
302S, ga, 34, 10, 100, 1.0, 120.0, 127.5
303S, ga, 34, 10, 100, 1.0, 127.5, 127.5
304S, ga, 34, 10, 100, 1.0, 135.0, 127.5
305S, ga, 34, 10, 100, 1.0, 142.5, 127.5
